datetime,symbol,time,open,high,low,close,volume,amount,next_page_token
2025-03-03 14:30:00,TSLA,1741012200000,300.3,300.79,298.32,298.4302,1806302,541555238.5466435,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:31:00,TSLA,1741012260000,298.4302,302.83,298.1,301.84,1095482,329751082.45529926,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:32:00,TSLA,1741012320000,301.84,302.0699,297.76,298.9659,760424,228306478.56887975,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:33:00,TSLA,1741012380000,298.9659,301.0,298.6,300.054,633888,190196259.8605489,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:34:00,TSLA,1741012440000,300.054,301.85,299.251,300.07,741514,222953882.4872994,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:35:00,TSLA,1741012500000,300.07,302.66,299.9,301.8001,758011,228653719.89669946,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:36:00,TSLA,1741012560000,301.8001,303.69,300.8901,303.47,930113,281447290.15260166,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:37:00,TSLA,1741012620000,303.47,303.94,299.8,300.41,852332,257447206.43860084,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:38:00,TSLA,1741012680000,300.41,300.43,296.78,297.855,942011,280843906.0515999,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:39:00,TSLA,1741012740000,297.855,297.9791,296.1,297.61,692336,205603403.84179974,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:40:00,TSLA,1741012800000,297.61,298.64,295.81,296.13,658378,195683298.3685497,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:41:00,TSLA,1741012860000,296.13,297.1499,295.0391,296.1,652089,192899994.64151993,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:42:00,TSLA,1741012920000,296.1,297.46,295.7195,296.805,492269,145986163.4771002,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:43:00,TSLA,1741012980000,296.805,298.3299,296.3147,298.18,432250,128523048.84350063,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:44:00,TSLA,1741013040000,298.205,299.97,297.9101,299.68,536249,160430231.61387032,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:45:00,TSLA,1741013100000,299.68,301.5,298.7,301.46,609301,182737569.47273976,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:46:00,TSLA,1741013160000,301.46,302.98,301.25,302.27,708949,214273816.60471985,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:47:00,TSLA,1741013220000,302.34,302.97,301.6301,301.6301,482975,146004955.49430025,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:48:00,TSLA,1741013280000,301.6301,302.53,300.48,300.585,453780,136769591.14029992,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:49:00,TSLA,1741013340000,300.585,301.19,299.0301,299.3356,512583,153762892.5012999,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:50:00,TSLA,1741013400000,299.33,300.0,298.4101,298.7,363402,108649243.12514994,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:51:00,TSLA,1741013460000,298.7,299.0999,297.22,297.59,444799,132562478.99370004,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
2025-03-03 14:52:00,TSLA,1741013520000,297.625,297.95,296.3219,296.36,447149,132772345.5720793,a2xpbmUyLjB8VFNMQXwxbWlufDE3NDA4OTA3MzgzNzF8MTc0MTI3MzE3MDAwMA==
