datetime,symbol,time,open,high,low,close,volume,amount,next_page_token
2025-03-05 14:30:00,AAPL,1741185000000,235.42,235.95,234.5501,235.868,962616,226605854.59550598,
2025-03-05 14:31:00,AAPL,1741185060000,235.868,235.868,234.8401,234.8401,177990,41867864.10409988,
2025-03-05 14:32:00,AAPL,1741185120000,234.8401,235.44,234.8,235.16,155841,36654293.82369992,
2025-03-05 14:33:00,AAPL,1741185180000,235.16,235.9073,235.0,235.64,188670,44423560.794300005,
2025-03-05 14:34:00,AAPL,1741185240000,235.65,235.73,235.065,235.12,110111,25918674.97539996,
2025-03-05 14:35:00,AAPL,1741185300000,235.12,235.43,235.08,235.265,155750,36647411.887719996,
2025-03-05 14:36:00,AAPL,1741185360000,235.265,235.32,234.43,234.6,142338,33424445.88469996,
2025-03-05 14:37:00,AAPL,1741185420000,234.6,234.64,234.05,234.24,194825,45657810.58879975,
2025-03-05 14:38:00,AAPL,1741185480000,234.24,234.25,233.64,233.87,259658,60740006.46879991,
2025-03-05 14:39:00,AAPL,1741185540000,233.87,233.9,233.44,233.81,209068,48873682.73590003,
2025-03-05 14:40:00,AAPL,1741185600000,233.81,234.21,233.57,234.09,222968,52160015.57694992,
2025-03-05 14:41:00,AAPL,1741185660000,234.11,234.14,233.85,233.9806,142003,33228916.391299944,
2025-03-05 14:42:00,AAPL,1741185720000,233.9806,234.0783,233.75,233.91,143938,33667858.589010015,
2025-03-05 14:43:00,AAPL,1741185780000,233.91,234.135,233.848,233.91,127687,29876575.054899964,
2025-03-05 14:44:00,AAPL,1741185840000,233.91,233.97,233.77,233.9201,101070,23637904.71249995,
2025-03-05 14:45:00,AAPL,1741185900000,233.9201,234.02,233.52,233.84,166752,38973839.1889,
2025-03-05 14:46:00,AAPL,1741185960000,233.84,233.92,233.6601,233.695,113517,26538053.40809993,
2025-03-05 14:47:00,AAPL,1741186020000,233.695,233.695,232.91,233.05,247952,57821186.043340094,
2025-03-05 14:48:00,AAPL,1741186080000,233.06,233.2117,232.67,232.855,162976,37973330.96495988,
2025-03-05 14:49:00,AAPL,1741186140000,232.88,232.92,232.38,232.41,225359,52415241.43130015,
2025-03-05 14:50:00,AAPL,1741186200000,232.4132,232.77,232.27,232.315,268048,62314142.06339994,
2025-03-05 14:51:00,AAPL,1741186260000,232.315,232.76,232.31,232.625,219619,51072187.84969996,
2025-03-05 14:52:00,AAPL,1741186320000,232.625,232.71,232.22,232.23,149770,34812563.140520036,
2025-03-05 14:53:00,AAPL,1741186380000,232.25,232.55,232.19,232.39,112578,26159599.050900068,
2025-03-05 14:54:00,AAPL,1741186440000,232.39,232.4595,231.77,231.895,271091,62892372.79619997,
2025-03-05 14:55:00,AAPL,1741186500000,231.895,231.98,231.6,231.68,202330,46897022.512699954,
2025-03-05 14:56:00,AAPL,1741186560000,231.68,231.78,231.06,231.23,291297,67401620.88162024,
2025-03-05 14:57:00,AAPL,1741186620000,231.2354,231.4939,231.04,231.475,175596,40605754.99702004,
2025-03-05 14:58:00,AAPL,1741186680000,231.475,232.0,231.47,231.94,167713,38863525.37489999,
2025-03-05 14:59:00,AAPL,1741186740000,231.94,232.1,231.6,231.77,194019,44993779.662400074,
2025-03-05 15:00:00,AAPL,1741186800000,231.83,233.25,231.83,232.76,385144,89609166.18940017,
2025-03-05 15:01:00,AAPL,1741186860000,232.76,232.81,232.4208,232.55,150395,34981861.91089997,
2025-03-05 15:02:00,AAPL,1741186920000,232.55,232.61,232.04,232.61,197544,45890188.86303988,
2025-03-05 15:03:00,AAPL,1741186980000,232.61,232.65,232.0,232.18,181260,42111314.46650001,
2025-03-05 15:04:00,AAPL,1741187040000,232.2,232.48,232.01,232.41,181058,42055338.87179993,
2025-03-05 15:05:00,AAPL,1741187100000,232.41,232.74,232.13,232.14,168530,39177082.618350096,
2025-03-05 15:06:00,AAPL,1741187160000,232.14,232.56,232.12,232.435,179184,41634396.00295995,
2025-03-05 15:07:00,AAPL,1741187220000,232.435,232.77,232.32,232.5101,93948,21849433.018399995,
2025-03-05 15:08:00,AAPL,1741187280000,232.5101,232.55,232.16,232.365,122643,28495944.293129988,
2025-03-05 15:09:00,AAPL,1741187340000,232.365,232.47,232.21,232.32,128622,29884732.68229996,
2025-03-05 15:10:00,AAPL,1741187400000,232.29,232.37,231.85,232.16,223552,51893591.604879946,
2025-03-05 15:11:00,AAPL,1741187460000,232.16,232.21,231.88,232.0264,121856,28277644.773879994,
2025-03-05 15:12:00,AAPL,1741187520000,232.0264,232.73,231.885,232.73,127700,29659844.983300053,
2025-03-05 15:13:00,AAPL,1741187580000,232.7,232.79,232.4203,232.64,93066,21649698.887910005,
2025-03-05 15:14:00,AAPL,1741187640000,232.64,233.12,232.56,232.9207,170037,39591958.0609601,
2025-03-05 15:15:00,AAPL,1741187700000,232.9207,233.1186,232.86,232.875,99474,23176718.595599998,
2025-03-05 15:16:00,AAPL,1741187760000,232.875,233.06,232.7,232.945,72773,16950025.190870013,
2025-03-05 15:17:00,AAPL,1741187820000,232.945,232.945,232.57,232.88,82013,19084184.61098003,
2025-03-05 15:18:00,AAPL,1741187880000,232.88,233.03,232.6,232.72,98738,22985854.02761,
2025-03-05 15:19:00,AAPL,1741187940000,232.72,232.72,232.0,232.25,234442,54452214.333099976,
2025-03-05 15:20:00,AAPL,1741188000000,232.26,232.42,231.67,231.9796,123826,28732290.122199923,
2025-03-05 15:21:00,AAPL,1741188060000,231.9796,232.0,230.52,230.74,344479,79606215.16974024,
2025-03-05 15:22:00,AAPL,1741188120000,230.82,231.65,230.81,231.57,124415,28780167.831619967,
2025-03-05 15:23:00,AAPL,1741188180000,231.57,231.87,231.31,231.79,126365,29263494.00079996,
2025-03-05 15:24:00,AAPL,1741188240000,231.8499,231.85,230.99,230.99,135265,31293707.74759998,
2025-03-05 15:25:00,AAPL,1741188300000,230.99,231.13,230.9,231.0601,96986,22404947.51442991,
2025-03-05 15:26:00,AAPL,1741188360000,231.0601,231.29,230.73,231.04,126986,29334709.62049988,
2025-03-05 15:27:00,AAPL,1741188420000,231.04,231.23,230.89,230.97,90174,20830743.746399958,
2025-03-05 15:28:00,AAPL,1741188480000,230.98,231.1806,230.83,231.125,95328,22018946.447860006,
2025-03-05 15:29:00,AAPL,1741188540000,231.125,231.3,230.92,230.92,96581,22321683.525100034,
2025-03-05 15:30:00,AAPL,1741188600000,230.92,231.24,230.8,231.21,99929,23082223.595499966,
2025-03-05 15:31:00,AAPL,1741188660000,231.21,231.77,231.21,231.72,155255,35940297.46079995,
2025-03-05 15:32:00,AAPL,1741188720000,231.695,231.95,231.58,231.82,144746,33547447.59350002,
2025-03-05 15:33:00,AAPL,1741188780000,231.82,232.1698,231.67,231.92,97288,22565898.669199985,
2025-03-05 15:34:00,AAPL,1741188840000,231.945,232.08,231.86,231.97,71359,16552822.712600028,
2025-03-05 15:35:00,AAPL,1741188900000,231.97,232.47,231.91,232.38,113714,26394644.21850006,
2025-03-05 15:36:00,AAPL,1741188960000,232.39,232.45,232.11,232.23,80969,18808548.208799977,
2025-03-05 15:37:00,AAPL,1741189020000,232.23,232.47,232.17,232.398,74483,17306253.18324996,
2025-03-05 15:38:00,AAPL,1741189080000,232.398,232.87,232.398,232.81,90992,21171614.52370003,
2025-03-05 15:39:00,AAPL,1741189140000,232.795,233.2,232.76,233.015,143596,33457816.950139992,
2025-03-05 15:40:00,AAPL,1741189200000,233.015,233.04,232.79,232.9101,64643,15055901.848499991,
2025-03-05 15:41:00,AAPL,1741189260000,232.9101,233.015,232.8,233.015,57290,13343720.383800011,
2025-03-05 15:42:00,AAPL,1741189320000,233.015,233.025,232.35,232.45,93777,21814961.22729999,
2025-03-05 15:43:00,AAPL,1741189380000,232.475,233.01,232.43,232.905,64674,15053771.561079985,
2025-03-05 15:44:00,AAPL,1741189440000,232.905,233.0,232.77,232.875,36191,8427732.801199984,
2025-03-05 15:45:00,AAPL,1741189500000,232.875,233.07,232.84,232.8537,82938,19320644.281200007,
2025-03-05 15:46:00,AAPL,1741189560000,232.8537,233.06,232.8,232.98,56157,13081094.27192002,
2025-03-05 15:47:00,AAPL,1741189620000,232.98,232.98,232.5978,232.64,42204,9825679.147900008,
2025-03-05 15:48:00,AAPL,1741189680000,232.64,232.75,232.46,232.5104,49741,11569994.699099999,
2025-03-05 15:49:00,AAPL,1741189740000,232.5104,232.59,232.36,232.51,56031,13027112.52949998,
2025-03-05 15:50:00,AAPL,1741189800000,232.5326,232.655,232.39,232.4469,73479,17082937.186190017,
2025-03-05 15:51:00,AAPL,1741189860000,232.49,232.4999,232.06,232.2,74554,17314156.835100062,
2025-03-05 15:52:00,AAPL,1741189920000,232.2,232.4163,232.1,232.315,66725,15496016.503499934,
2025-03-05 15:53:00,AAPL,1741189980000,232.315,232.4952,232.2801,232.38,60091,13965397.1698,
2025-03-05 15:54:00,AAPL,1741190040000,232.38,232.53,232.36,232.5,43016,9999369.30300002,
2025-03-05 15:55:00,AAPL,1741190100000,232.5,232.56,232.42,232.55,42332,9841355.566300021,
2025-03-05 15:56:00,AAPL,1741190160000,232.55,232.78,232.44,232.78,56376,13114277.66410001,
2025-03-05 15:57:00,AAPL,1741190220000,232.78,232.82,232.6214,232.815,42202,9821175.60288001,
2025-03-05 15:58:00,AAPL,1741190280000,232.815,232.95,232.76,232.78,59632,13885774.491500031,
2025-03-05 15:59:00,AAPL,1741190340000,232.76,232.8,232.54,232.57,58754,13668085.200199982,
2025-03-05 16:00:00,AAPL,1741190400000,232.57,232.63,232.21,232.23,59640,13857589.374919996,
2025-03-05 16:01:00,AAPL,1741190460000,232.23,232.23,231.82,232.0,81358,18874933.144700002,
2025-03-05 16:02:00,AAPL,1741190520000,232.02,232.1507,231.89,232.08,58229,13509492.410699993,
2025-03-05 16:03:00,AAPL,1741190580000,232.085,232.13264,231.96,232.0501,61397,14246399.762360016,
2025-03-05 16:04:00,AAPL,1741190640000,232.0501,232.07,231.81,231.99,72892,16906276.3101,
2025-03-05 16:05:00,AAPL,1741190700000,231.99,232.1132,231.835,231.8404,45881,10644055.407460002,
2025-03-05 16:06:00,AAPL,1741190760000,231.8404,231.92,231.66,231.695,89852,20826887.769980013,
2025-03-05 16:07:00,AAPL,1741190820000,231.695,231.77,231.51,231.72,53364,12362885.229300018,
2025-03-05 16:08:00,AAPL,1741190880000,231.72,231.74,231.3774,231.5199,69877,16180396.512600007,
2025-03-05 16:09:00,AAPL,1741190940000,231.48,231.53,231.32,231.39,61535,14240926.368800031,
2025-03-05 16:10:00,AAPL,1741191000000,231.39,231.48,231.14,231.22,91200,21096083.01680002,
2025-03-05 16:11:00,AAPL,1741191060000,231.22,231.26,230.8506,230.98,135946,31404703.626200058,
2025-03-05 16:12:00,AAPL,1741191120000,230.98,231.33,230.87,231.26,186659,43130806.96180006,
2025-03-05 16:13:00,AAPL,1741191180000,231.26,231.41,231.03,231.385,153954,35583914.967000075,
2025-03-05 16:14:00,AAPL,1741191240000,231.385,231.5488,231.28,231.36,75472,17467229.237499975,
2025-03-05 16:15:00,AAPL,1741191300000,231.36,231.3861,231.1,231.215,61317,14177035.17086999,
2025-03-05 16:16:00,AAPL,1741191360000,231.215,231.27,231.0704,231.11,56112,12971026.009900115,
2025-03-05 16:17:00,AAPL,1741191420000,231.0972,231.18,230.9506,231.18,61581,14229029.959900014,
2025-03-05 16:18:00,AAPL,1741191480000,231.165,231.33,231.1499,231.21,50655,11712564.892899983,
2025-03-05 16:19:00,AAPL,1741191540000,231.21,231.2295,230.95,230.9899,55011,12710688.574399974,
2025-03-05 16:20:00,AAPL,1741191600000,230.9899,231.0999,230.74,231.08,102919,23763915.253299948,
2025-03-05 16:21:00,AAPL,1741191660000,231.08,231.11,230.82,230.845,95780,22124430.09845997,
2025-03-05 16:22:00,AAPL,1741191720000,230.835,230.9,230.73,230.81,64767,14950020.184299992,
2025-03-05 16:23:00,AAPL,1741191780000,230.82,230.9,230.67,230.745,89682,20694288.21000002,
2025-03-05 16:24:00,AAPL,1741191840000,230.745,231.04,230.71,230.965,80302,18538749.239240017,
2025-03-05 16:25:00,AAPL,1741191900000,230.965,231.04,230.47,230.54,108172,24958476.604300015,
2025-03-05 16:26:00,AAPL,1741191960000,230.54,230.57,230.14,230.28,133253,30687412.90119997,
2025-03-05 16:27:00,AAPL,1741192020000,230.28,230.4,230.27,230.2778,63698,14671471.781600006,
2025-03-05 16:28:00,AAPL,1741192080000,230.2778,230.38,230.1901,230.33,71615,16493000.349100035,
2025-03-05 16:29:00,AAPL,1741192140000,230.33,230.66,230.33,230.649,112000,25816021.24830003,
2025-03-05 16:30:00,AAPL,1741192200000,230.649,230.649,230.294,230.38,88809,20463588.29264004,
2025-03-05 16:31:00,AAPL,1741192260000,230.38,230.44,230.29,230.32,60086,13840947.00390002,
2025-03-05 16:32:00,AAPL,1741192320000,230.32,230.3825,229.88,230.05,370527,85227097.64800061,
2025-03-05 16:33:00,AAPL,1741192380000,230.05,230.08,229.7,229.96,108385,24918775.073510017,
2025-03-05 16:34:00,AAPL,1741192440000,229.96,230.02,229.68,229.75,76672,17624532.903700028,
2025-03-05 16:35:00,AAPL,1741192500000,229.75,229.85,229.6368,229.82,87687,20145978.06004002,
2025-03-05 16:36:00,AAPL,1741192560000,229.82,230.0,229.68,229.965,88314,20298372.044029973,
2025-03-05 16:37:00,AAPL,1741192620000,229.965,230.1699,229.95,230.03,80551,18532090.70979997,
2025-03-05 16:38:00,AAPL,1741192680000,230.03,230.45,230.03,230.33,97201,22376694.82239997,
2025-03-05 16:39:00,AAPL,1741192740000,230.33,230.35,230.0,230.01,78281,18017892.90670005,
2025-03-05 16:40:00,AAPL,1741192800000,230.01,230.03,229.63,229.65,99709,22913297.87779988,
2025-03-05 16:41:00,AAPL,1741192860000,229.65,229.7695,229.51,229.5692,95123,21845068.945180044,
2025-03-05 16:42:00,AAPL,1741192920000,229.5692,229.66,229.32,229.45,152848,35078889.00220002,
2025-03-05 16:43:00,AAPL,1741192980000,229.45,229.57,229.26,229.55,105882,24291706.991700005,
