datetime,symbol,time,open,high,low,close,volume,amount,next_page_token
2025-03-05 14:30:00,MSFT,1741185000000,389.41,390.21,388.89,390.1,468150,182334104.47667304,
2025-03-05 14:31:00,MSFT,1741185060000,390.1,391.85,389.895,391.545,108254,42322766.67210045,
2025-03-05 14:32:00,MSFT,1741185120000,391.545,392.31,390.83,391.275,105664,41366916.09150011,
2025-03-05 14:33:00,MSFT,1741185180000,391.275,391.6245,390.54,391.5625,46771,18292579.847099967,
2025-03-05 14:34:00,MSFT,1741185240000,391.5625,391.82,391.19,391.46,87903,34409227.88575996,
2025-03-05 14:35:00,MSFT,1741185300000,391.47,391.76,391.0,391.4866,67103,26263667.895400036,
2025-03-05 14:36:00,MSFT,1741185360000,391.4866,391.59,390.68,391.105,87506,34221088.49425995,
2025-03-05 14:37:00,MSFT,1741185420000,391.105,391.4,390.56,390.665,88906,34769737.55749994,
2025-03-05 14:38:00,MSFT,1741185480000,390.665,390.705,389.8,389.93,59208,23100963.076400008,
2025-03-05 14:39:00,MSFT,1741185540000,389.93,390.5771,389.75,390.51,66613,25992624.786700014,
2025-03-05 14:40:00,MSFT,1741185600000,390.51,391.1,390.35,390.78,94839,37056069.50526001,
2025-03-05 14:41:00,MSFT,1741185660000,390.845,391.26,390.58,390.95,64457,25198827.10655002,
2025-03-05 14:42:00,MSFT,1741185720000,390.95,391.8176,390.93,391.5,96092,37612439.13470001,
2025-03-05 14:43:00,MSFT,1741185780000,391.5,391.7061,390.87,390.96,70817,27715893.611639958,
2025-03-05 14:44:00,MSFT,1741185840000,390.96,391.34,390.709,391.3396,34233,13388300.228400033,
2025-03-05 14:45:00,MSFT,1741185900000,391.3396,391.64,390.99,391.565,51037,19971432.511000004,
2025-03-05 14:46:00,MSFT,1741185960000,391.565,391.95,391.3801,391.56,61333,24022614.773199923,
2025-03-05 14:47:00,MSFT,1741186020000,391.56,391.57,390.79,391.275,40577,15870424.694700006,
2025-03-05 14:48:00,MSFT,1741186080000,391.275,391.72,390.915,391.2,41126,16094541.205399979,
2025-03-05 14:49:00,MSFT,1741186140000,391.2,391.365,390.68,390.695,44287,17311631.70799996,
2025-03-05 14:50:00,MSFT,1741186200000,390.67,391.3213,390.56,391.0,43576,17039250.258699987,
2025-03-05 14:51:00,MSFT,1741186260000,391.0,391.33,390.94,391.16,30246,11829045.218200024,
2025-03-05 14:52:00,MSFT,1741186320000,391.16,391.28,390.9495,391.045,38872,15203122.476499991,
2025-03-05 14:53:00,MSFT,1741186380000,391.045,391.32,390.58,390.775,32188,12584006.804200014,
2025-03-05 14:54:00,MSFT,1741186440000,390.775,390.775,389.86,390.07,58726,22915269.271180034,
2025-03-05 14:55:00,MSFT,1741186500000,390.07,390.49,389.7,389.795,37591,14663282.635139987,
2025-03-05 14:56:00,MSFT,1741186560000,389.795,389.99,389.12,389.2,48589,18925900.814999964,
2025-03-05 14:57:00,MSFT,1741186620000,389.2,389.39,388.81,389.06,48695,18942920.834100004,
2025-03-05 14:58:00,MSFT,1741186680000,389.06,389.865,389.03,389.865,36074,14047794.954100024,
2025-03-05 14:59:00,MSFT,1741186740000,389.865,389.96,389.11,389.15,58040,22608650.57039999,
2025-03-05 15:00:00,MSFT,1741186800000,389.15,391.7,389.15,391.12,154567,60405911.384900086,
2025-03-05 15:01:00,MSFT,1741186860000,391.12,391.12,390.46,390.62,38427,15011450.80340001,
2025-03-05 15:02:00,MSFT,1741186920000,390.62,390.82,390.11,390.69,55218,21564883.736200023,
2025-03-05 15:03:00,MSFT,1741186980000,390.59,390.88,390.46,390.715,33070,12918883.041199956,
2025-03-05 15:04:00,MSFT,1741187040000,390.715,391.39,390.715,391.0,71180,27832506.640200004,
2025-03-05 15:05:00,MSFT,1741187100000,391.0,391.36,390.835,390.98,34598,13528967.98062999,
2025-03-05 15:06:00,MSFT,1741187160000,390.98,391.55,390.79,391.38,45785,17913557.75939999,
2025-03-05 15:07:00,MSFT,1741187220000,391.38,392.23,391.29,392.165,71944,28199111.18250009,
2025-03-05 15:08:00,MSFT,1741187280000,392.165,392.2,391.85,392.085,33240,13030436.443100004,
2025-03-05 15:09:00,MSFT,1741187340000,392.085,392.39,391.9,392.08,71843,28171902.255599968,
2025-03-05 15:10:00,MSFT,1741187400000,392.08,392.33,391.7601,391.955,37651,14759991.218000006,
2025-03-05 15:11:00,MSFT,1741187460000,391.955,392.2,391.76,391.935,40400,15835424.241000023,
2025-03-05 15:12:00,MSFT,1741187520000,391.935,392.7,391.73,392.6354,43581,17095978.3874,
2025-03-05 15:13:00,MSFT,1741187580000,392.6354,392.6354,392.0,392.05,35772,14033801.016939972,
2025-03-05 15:14:00,MSFT,1741187640000,392.05,392.35,391.7,392.35,31754,12449455.330399955,
2025-03-05 15:15:00,MSFT,1741187700000,392.35,392.6,392.12,392.39,72632,28501326.81340002,
2025-03-05 15:16:00,MSFT,1741187760000,392.39,393.18,392.27,392.62,70479,27683243.381100014,
2025-03-05 15:17:00,MSFT,1741187820000,392.62,392.62,391.85,392.54,35247,13822845.47760003,
2025-03-05 15:18:00,MSFT,1741187880000,392.54,392.68,391.81,391.975,29008,11378006.400599996,
2025-03-05 15:19:00,MSFT,1741187940000,391.975,392.21,391.7445,392.21,36467,14293416.745739995,
2025-03-05 15:20:00,MSFT,1741188000000,392.21,392.47,391.95,392.185,44208,17341094.44474998,
2025-03-05 15:21:00,MSFT,1741188060000,392.185,392.38,391.32,391.73,47101,18453881.51720002,
2025-03-05 15:22:00,MSFT,1741188120000,391.725,392.51,391.7,392.47,46022,18046801.371499974,
2025-03-05 15:23:00,MSFT,1741188180000,392.47,392.65,392.3517,392.45,34201,13424077.019800019,
2025-03-05 15:24:00,MSFT,1741188240000,392.45,392.46,391.9,391.9,44289,17370561.70259999,
2025-03-05 15:25:00,MSFT,1741188300000,391.9,392.04,391.74,391.885,32776,12844725.745200025,
2025-03-05 15:26:00,MSFT,1741188360000,391.885,392.0,391.52,391.7564,27952,10949702.456699977,
2025-03-05 15:27:00,MSFT,1741188420000,391.7564,391.7564,391.33,391.355,29293,11468318.511200009,
2025-03-05 15:28:00,MSFT,1741188480000,391.355,391.425,391.074,391.29,39127,15306823.801500015,
2025-03-05 15:29:00,MSFT,1741188540000,391.29,391.8199,391.29,391.54,32716,12808998.065799994,
2025-03-05 15:30:00,MSFT,1741188600000,391.54,391.67,391.22,391.64,29074,11381507.997499982,
2025-03-05 15:31:00,MSFT,1741188660000,391.64,391.695,391.38,391.5,25416,9951479.58249999,
2025-03-05 15:32:00,MSFT,1741188720000,391.5,391.7,391.3,391.52,25186,9860826.239199992,
2025-03-05 15:33:00,MSFT,1741188780000,391.52,392.19,391.4,391.88,42914,16817906.60629995,
2025-03-05 15:34:00,MSFT,1741188840000,391.88,392.04,391.7,391.83,28865,11311886.36560002,
2025-03-05 15:35:00,MSFT,1741188900000,391.83,392.5,391.7516,392.43,25501,9998187.626899999,
2025-03-05 15:36:00,MSFT,1741188960000,392.43,392.445,392.03,392.07,22707,8906829.510100001,
2025-03-05 15:37:00,MSFT,1741189020000,392.07,392.405,392.01,392.23,20588,8075401.636900007,
2025-03-05 15:38:00,MSFT,1741189080000,392.23,392.65,392.23,392.455,32576,12785701.033799993,
2025-03-05 15:39:00,MSFT,1741189140000,392.455,393.09,392.455,392.79,38570,15152061.294500131,
2025-03-05 15:40:00,MSFT,1741189200000,392.79,392.915,392.4701,392.535,38200,14999294.473599983,
2025-03-05 15:41:00,MSFT,1741189260000,392.53,392.6,392.36,392.56,37312,14644027.935599998,
2025-03-05 15:42:00,MSFT,1741189320000,392.56,392.62,391.51,391.63,30183,11832883.654799977,
2025-03-05 15:43:00,MSFT,1741189380000,391.63,392.51,391.63,392.285,18405,7218190.712999989,
2025-03-05 15:44:00,MSFT,1741189440000,392.285,392.44,392.2501,392.39,11872,4657674.907099993,
2025-03-05 15:45:00,MSFT,1741189500000,392.39,392.61,392.257,392.35,38488,15102990.53619999,
2025-03-05 15:46:00,MSFT,1741189560000,392.35,392.79,392.29,392.79,52785,20718502.30110001,
2025-03-05 15:47:00,MSFT,1741189620000,392.79,392.79,392.35,392.35,16854,6616011.163399998,
2025-03-05 15:48:00,MSFT,1741189680000,392.35,392.5,392.15,392.285,27342,10726997.728400007,
2025-03-05 15:49:00,MSFT,1741189740000,392.285,392.305,391.85,392.17,24557,9627759.040300012,
2025-03-05 15:50:00,MSFT,1741189800000,392.17,392.21,391.69,391.79,22235,8715506.132699998,
2025-03-05 15:51:00,MSFT,1741189860000,391.79,391.86,391.3,391.61,27794,10884804.948599981,
2025-03-05 15:52:00,MSFT,1741189920000,391.61,392.23,391.44,392.05,11572,4533733.973500005,
2025-03-05 15:53:00,MSFT,1741189980000,392.05,392.52,392.05,392.415,18277,7171070.386099996,
2025-03-05 15:54:00,MSFT,1741190040000,392.415,392.69,392.28,392.48,20934,8217023.927200015,
2025-03-05 15:55:00,MSFT,1741190100000,392.5734,392.58,392.3,392.52,23603,9262608.908799998,
2025-03-05 15:56:00,MSFT,1741190160000,392.52,392.615,392.3617,392.6,23151,9086569.627199996,
2025-03-05 15:57:00,MSFT,1741190220000,392.6,392.895,392.31,392.89,48988,19231539.87550004,
2025-03-05 15:58:00,MSFT,1741190280000,392.89,393.36,392.81,392.87,45488,17879690.45750004,
2025-03-05 15:59:00,MSFT,1741190340000,392.87,393.02,392.37,392.5,31203,12251625.767599992,
2025-03-05 16:00:00,MSFT,1741190400000,392.5,392.52,391.96,392.19,47412,18596838.03540003,
2025-03-05 16:01:00,MSFT,1741190460000,392.19,392.19,391.72,391.95,21477,8416595.573219996,
2025-03-05 16:02:00,MSFT,1741190520000,391.95,392.23,391.92,392.08,12856,5040269.913240004,
2025-03-05 16:03:00,MSFT,1741190580000,392.09,392.11,391.88,392.0,12773,5006964.108499998,
2025-03-05 16:04:00,MSFT,1741190640000,391.91,391.91,391.675,391.895,32374,12684295.484000003,
2025-03-05 16:05:00,MSFT,1741190700000,391.895,392.1,391.62,391.66,28225,11062526.603000008,
2025-03-05 16:06:00,MSFT,1741190760000,391.66,391.95,391.53,391.885,38107,14926813.004999993,
2025-03-05 16:07:00,MSFT,1741190820000,391.885,392.05,391.62,391.97,35704,13990182.665399993,
2025-03-05 16:08:00,MSFT,1741190880000,391.97,392.0,391.43,391.64,31389,12295652.643399982,
2025-03-05 16:09:00,MSFT,1741190940000,391.64,391.85,391.4,391.42,37293,14604676.190700006,
2025-03-05 16:10:00,MSFT,1741191000000,391.42,391.465,390.97,391.0366,27958,10936843.246499998,
2025-03-05 16:11:00,MSFT,1741191060000,391.0366,391.13,390.32,390.4155,52876,20653728.440300032,
2025-03-05 16:12:00,MSFT,1741191120000,390.4155,390.6,390.12,390.6,38424,14998351.66129999,
2025-03-05 16:13:00,MSFT,1741191180000,390.6,391.075,390.36,391.075,17664,6900420.922099995,
2025-03-05 16:14:00,MSFT,1741191240000,391.075,391.28,391.02,391.27,27691,10831070.278800013,
2025-03-05 16:15:00,MSFT,1741191300000,391.205,391.43,390.91,391.0562,31908,12481911.552400017,
2025-03-05 16:16:00,MSFT,1741191360000,391.0562,391.125,390.81,390.96,19401,7584882.952599996,
